"","AccidentArea","Sex","MaritalStatus","Age","Fault","VehicleCategory","FraudFound_P","Deductible","AgentType","AddressChange_Claim","BasePolicy"
"5736","Urban","Male","Married",49,"Policy Holder","Sport","0",700,"External","no change","Liability"
"13070","Urban","Male","Married",29,"Third Party","Sedan","0",400,"External","no change","All Perils"
"1735","Urban","Male","Married",49,"Policy Holder","Sport","0",500,"External","2 to 3 years","Liability"
"12378","Rural","Male","Married",53,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"5928","Urban","Male","Married",61,"Policy Holder","Utility","0",400,"External","no change","All Perils"
"10294","Urban","Male","Single",33,"Policy Holder","Sport","0",400,"External","no change","Liability"
"10288","Urban","Male","Married",37,"Third Party","Sedan","0",400,"External","no change","Collision"
"7655","Urban","Male","Married",58,"Third Party","Sedan","0",400,"External","no change","All Perils"
"4700","Urban","Male","Married",51,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"11155","Urban","Male","Single",32,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"12670","Urban","Male","Married",64,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"11853","Urban","Male","Married",35,"Policy Holder","Sport","0",400,"External","no change","Liability"
"3294.1","Urban","Male","Married",26,"Third Party","Sport","0",400,"External","no change","Liability"
"8518","Urban","Male","Married",40,"Policy Holder","Sedan","0",500,"External","2 to 3 years","Collision"
"4073","Urban","Male","Single",25,"Third Party","Sedan","0",400,"External","no change","All Perils"
"11630","Urban","Male","Married",39,"Policy Holder","Sport","0",400,"External","no change","Liability"
"13292","Urban","Male","Married",54,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"515","Urban","Male","Married",46,"Third Party","Sport","0",400,"External","no change","Liability"
"1468","Urban","Male","Married",61,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"4623","Rural","Male","Married",55,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"12058","Urban","Male","Married",67,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"7899","Urban","Male","Married",72,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"7550","Urban","Male","Married",47,"Policy Holder","Sport","0",400,"External","no change","Liability"
"641","Urban","Male","Married",76,"Third Party","Sport","0",400,"External","no change","Liability"
"14152","Urban","Male","Single",26,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"8811","Urban","Male","Married",34,"Third Party","Sedan","0",400,"External","no change","All Perils"
"13334","Urban","Male","Married",62,"Third Party","Sedan","0",400,"External","no change","All Perils"
"12386","Rural","Female","Single",32,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"7254","Urban","Male","Single",32,"Third Party","Sedan","0",400,"External","no change","Collision"
"5543","Urban","Male","Married",51,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"5888","Urban","Male","Single",32,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5483","Urban","Male","Married",39,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"3194","Urban","Male","Married",50,"Policy Holder","Sedan","0",700,"External","no change","Collision"
"4604","Urban","Male","Married",34,"Third Party","Sedan","0",400,"External","no change","Collision"
"13371","Urban","Male","Single",27,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"1118","Urban","Male","Married",65,"Third Party","Sedan","0",400,"External","no change","All Perils"
"7711","Urban","Male","Single",29,"Policy Holder","Sport","0",400,"External","no change","Collision"
"8790","Urban","Female","Married",28,"Third Party","Sport","0",400,"External","no change","Liability"
"13089","Urban","Male","Single",27,"Policy Holder","Sport","0",400,"Internal","no change","Liability"
"2153","Urban","Male","Single",26,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5846","Rural","Male","Married",34,"Third Party","Sport","0",400,"External","no change","Liability"
"2363.1","Urban","Female","Married",45,"Third Party","Sport","0",400,"External","no change","Liability"
"4120","Urban","Male","Married",48,"Policy Holder","Utility","0",400,"External","no change","All Perils"
"8699","Urban","Male","Married",47,"Third Party","Sedan","0",400,"External","no change","Collision"
"7215","Urban","Male","Single",22,"Third Party","Sedan","0",400,"External","no change","All Perils"
"1540","Urban","Male","Single",25,"Policy Holder","Sport","0",400,"External","no change","Liability"
"10600","Urban","Male","Married",54,"Third Party","Sedan","0",400,"External","no change","All Perils"
"9839","Urban","Female","Married",78,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5226","Urban","Male","Married",67,"Third Party","Sedan","0",400,"External","no change","Collision"
"1445","Rural","Female","Married",47,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"662","Urban","Male","Married",71,"Third Party","Sedan","0",400,"External","no change","Collision"
"12024","Urban","Female","Married",27,"Policy Holder","Sport","0",400,"External","no change","Liability"
"3649","Urban","Male","Single",22,"Third Party","Sport","0",400,"External","no change","Collision"
"2099","Rural","Male","Married",43,"Policy Holder","Sport","0",400,"External","no change","Liability"
"3913","Urban","Male","Married",41,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"10017.1","Rural","Male","Single",26,"Third Party","Sedan","0",400,"External","no change","All Perils"
"6789","Urban","Male","Married",49,"Policy Holder","Sport","0",400,"External","no change","Liability"
"10647","Urban","Female","Married",45,"Policy Holder","Sport","0",400,"External","no change","Liability"
"8583","Urban","Male","Married",57,"Third Party","Sedan","0",400,"External","no change","All Perils"
"7475","Rural","Male","Single",29,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"8109","Urban","Male","Married",29,"Policy Holder","Sport","0",400,"External","no change","Liability"
"3190","Rural","Male","Married",27,"Third Party","Sedan","0",400,"External","no change","All Perils"
"11925","Urban","Male","Married",31,"Policy Holder","Sport","0",400,"External","no change","Liability"
"9548","Urban","Male","Married",33,"Policy Holder","Sport","0",400,"External","no change","Liability"
"6215","Urban","Male","Married",29,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"2739","Rural","Female","Single",40,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"13171","Urban","Male","Married",34,"Third Party","Sport","0",400,"External","no change","Liability"
"10441","Urban","Male","Single",61,"Third Party","Sedan","0",400,"External","no change","All Perils"
"11939","Rural","Male","Married",53,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"13259","Urban","Male","Married",45,"Policy Holder","Sport","0",400,"External","no change","Liability"
"9853","Urban","Male","Married",52,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"3795","Urban","Female","Married",49,"Third Party","Sedan","0",400,"External","no change","Collision"
"11979","Urban","Male","Married",53,"Policy Holder","Sport","0",400,"External","no change","Liability"
"14940","Urban","Male","Single",35,"Third Party","Sedan","0",400,"External","no change","All Perils"
"4059","Urban","Female","Single",28,"Policy Holder","Sport","0",400,"External","no change","Liability"
"8215","Urban","Female","Married",30,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"9411","Rural","Male","Married",31,"Third Party","Sedan","0",400,"External","no change","Collision"
"6333","Rural","Male","Married",57,"Policy Holder","Utility","0",400,"External","no change","All Perils"
"15202","Rural","Male","Single",31,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"7511","Urban","Male","Single",41,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6882","Urban","Male","Single",33,"Policy Holder","Sedan","0",400,"Internal","no change","Collision"
"11951","Urban","Male","Single",0,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"4071","Rural","Male","Single",35,"Policy Holder","Sport","0",400,"External","no change","Liability"
"15134.1","Urban","Female","Married",34,"Third Party","Sport","0",400,"External","no change","Liability"
"2761","Urban","Male","Married",28,"Policy Holder","Sport","0",400,"External","no change","Liability"
"15408","Urban","Male","Married",60,"Policy Holder","Sport","0",700,"External","no change","Liability"
"6626","Rural","Male","Married",59,"Third Party","Sedan","0",400,"External","no change","Collision"
"4732","Urban","Female","Single",34,"Third Party","Sedan","0",400,"External","no change","All Perils"
"11259","Urban","Male","Married",39,"Policy Holder","Sport","0",400,"External","no change","Liability"
"3653","Urban","Female","Single",28,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5480","Urban","Female","Married",53,"Third Party","Sedan","0",400,"External","no change","Collision"
"1186","Urban","Female","Single",22,"Third Party","Sedan","0",400,"External","no change","All Perils"
"11773","Urban","Male","Married",40,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"8564","Urban","Female","Married",43,"Third Party","Sport","0",400,"External","no change","Liability"
"5727","Urban","Male","Married",45,"Policy Holder","Sport","0",400,"External","no change","Liability"
"7685","Urban","Male","Married",31,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"1381","Urban","Male","Single",30,"Policy Holder","Sport","0",400,"External","no change","Liability"
"11084","Urban","Male","Married",26,"Third Party","Sedan","0",400,"External","no change","Collision"
"8554","Rural","Male","Married",43,"Policy Holder","Sedan","0",400,"Internal","no change","Collision"
"12417.1","Rural","Male","Single",33,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5797","Urban","Male","Married",26,"Policy Holder","Sedan","0",400,"External","4 to 8 years","Collision"
"13435","Urban","Female","Married",37,"Policy Holder","Sport","0",400,"External","no change","Liability"
"14614","Urban","Male","Married",29,"Third Party","Sedan","0",400,"External","no change","All Perils"
"7344","Urban","Male","Married",28,"Third Party","Sedan","0",400,"External","no change","Collision"
"3061","Urban","Male","Married",76,"Third Party","Sedan","0",500,"External","2 to 3 years","Collision"
"7301","Urban","Male","Single",34,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6649","Urban","Male","Single",45,"Policy Holder","Sport","0",400,"External","no change","Liability"
"11194","Rural","Male","Single",32,"Policy Holder","Sport","0",400,"External","1 year","Liability"
"11204","Urban","Male","Married",61,"Policy Holder","Utility","0",400,"External","no change","Collision"
"10401","Rural","Male","Single",26,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"11064","Urban","Female","Single",36,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"8374","Urban","Male","Married",48,"Third Party","Sport","0",400,"External","no change","Liability"
"11150","Urban","Male","Married",55,"Policy Holder","Sport","0",400,"Internal","no change","Liability"
"14922","Urban","Male","Married",45,"Third Party","Sedan","0",400,"External","no change","Collision"
"3378","Urban","Male","Single",32,"Third Party","Sedan","0",400,"External","no change","Collision"
"12538","Urban","Male","Married",56,"Third Party","Sedan","0",400,"External","4 to 8 years","Collision"
"13140","Urban","Male","Married",33,"Policy Holder","Sport","0",400,"Internal","no change","Liability"
